Event ID,data Miss Dist.,computed Miss Dist.,data poc,computed poc,sigma2_1,sigma2_2,sigma2_3
41456_35732_29/06/2018,0.039,0.029024452322259697,0.00174,0.00014225532397808043,0.12567592222000001,1.4685352845999999,0.29766377780000003
33412_19008_30/06/2018,0.096,1.6793497852151775,0.000262,1.0658682544325775e-05,0.10045411950000001,1.2325771235,0.30690690740000004
