Event ID,data Miss Dist.,computed Miss Dist.,data poc,computed poc
27939_31588_16/03/2013,0.098,0.8144178787772034,0.0000301,0.0053479425163645055
11308_32315_15/03/2013,0.094,0.09331967196166352,0.000015,0.046672474393065357
