Event ID,data Miss Dist.,computed Miss Dist.,data poc,computed poc,sigma2_1,sigma2_2,sigma2_3
27386_12442_02/09/2004,1.29,1.344492081902503,0.000218,5.3005305062339152e-40,0.022466224393316622,0.10658665649897292,0.090947119107710445
