MSG ID,O1_ID,O2_ID,MSG EPOCH,TCA,Miss Distance,PoC
42794_conj_29089_2018098101141_0960217443538,42794.0,29089.0,2018-04-06T01:57:53      ,2018-04-08T10:11:41.863  ,612.0,9.015511e-05
