"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
25 May 2012 16:04:00.000,2464.898202,-187.518259,6575.108164,6.229720,-3.466037,-2.428938
25 May 2012 16:05:00.000,2833.347003,-394.951586,6415.890810,6.047680,-3.446025,-2.876489
25 May 2012 16:06:00.000,3190.120949,-600.757539,6230.165810,5.840690,-3.411809,-3.312222
25 May 2012 16:07:00.000,3533.747843,-804.087693,6018.696399,5.609594,-3.363525,-3.734339
25 May 2012 16:08:00.000,3862.809016,-1004.103511,5782.352124,5.355332,-3.301367,-4.141097
25 May 2012 16:09:00.000,4175.945211,-1199.979792,5522.105444,5.078942,-3.225586,-4.530809
25 May 2012 16:10:00.000,4471.862265,-1390.908079,5239.027892,4.781557,-3.136489,-4.901861
25 May 2012 16:11:00.000,4749.336550,-1576.100023,4934.285820,4.464395,-3.034440,-5.252708
25 May 2012 16:12:00.000,5007.220160,-1754.790677,4609.135722,4.128760,-2.919854,-5.581890
25 May 2012 16:13:00.000,5244.445807,-1926.241710,4264.919163,3.776034,-2.793202,-5.888034
25 May 2012 16:14:00.000,5460.031404,-2089.744534,3903.057312,3.407675,-2.655005,-6.169860
25 May 2012 16:15:00.000,5653.084307,-2244.623309,3525.045112,3.025205,-2.505833,-6.426190
25 May 2012 16:16:00.000,5822.805196,-2390.237830,3132.445103,2.630211,-2.346304,-6.655950
25 May 2012 16:17:00.000,5968.491564,-2525.986273,2726.880916,2.224334,-2.177079,-6.858178
25 May 2012 16:18:00.000,6089.540793,-2651.307773,2310.030470,1.809260,-1.998861,-7.032028
25 May 2012 16:19:00.000,6185.452803,-2765.684841,1883.618911,1.386719,-1.812392,-7.176772
25 May 2012 16:20:00.000,6255.832239,-2868.645589,1449.411309,0.958471,-1.618450,-7.291806
25 May 2012 16:21:00.000,6300.390210,-2959.765755,1009.205158,0.526303,-1.417844,-7.376655
25 May 2012 16:22:00.000,6318.945529,-3038.670516,564.822727,0.092017,-1.211412,-7.430969
25 May 2012 16:23:00.000,6311.425479,-3105.036080,118.103280,-0.342574,-1.000017,-7.454531
25 May 2012 16:24:00.000,6277.866082,-3158.591043,-329.104780,-0.775660,-0.784541,-7.447254
25 May 2012 16:25:00.000,6218.411874,-3199.117510,-774.951794,-1.205436,-0.565885,-7.409182
25 May 2012 16:26:00.000,6133.315179,-3226.451970,-1217.594736,-1.630114,-0.344961,-7.340492
25 May 2012 16:27:00.000,6022.934913,-3240.485919,-1655.205043,-2.047931,-0.122689,-7.241489
25 May 2012 16:28:00.000,5887.734890,-3241.166238,-2085.976364,-2.457155,0.100006,-7.112608
25 May 2012 16:29:00.000,5728.281678,-3228.495315,-2508.132169,-2.856093,0.322199,-6.954408
25 May 2012 16:30:00.000,5545.241999,-3202.530922,-2919.933197,-3.243101,0.542969,-6.767571
25 May 2012 16:31:00.000,5339.379700,-3163.385849,-3319.684694,-3.616588,0.761404,-6.552899
25 May 2012 16:32:00.000,5111.552316,-3111.227291,-3705.743413,-3.975021,0.976603,-6.311305
25 May 2012 16:33:00.000,4862.707246,-3046.276007,-4076.524347,-4.316939,1.187682,-6.043817
25 May 2012 16:34:00.000,4593.877576,-2968.805261,-4430.507160,-4.640948,1.393776,-5.751562
25 May 2012 16:35:00.000,4306.177559,-2879.139534,-4766.242296,-4.945737,1.594043,-5.435771
25 May 2012 16:36:00.000,4000.797799,-2777.653044,-5082.356747,-5.230073,1.787667,-5.097765
25 May 2012 16:37:00.000,3679.000149,-2664.768064,-5377.559457,-5.492814,1.973863,-4.738953
25 May 2012 16:38:00.000,3342.112370,-2540.953062,-5650.646348,-5.732907,2.151877,-4.360825
25 May 2012 16:39:00.000,2991.522557,-2406.720672,-5900.504958,-5.949394,2.320991,-3.964943
25 May 2012 16:40:00.000,2628.673375,-2262.625498,-6126.118681,-6.141414,2.480525,-3.552939
25 May 2012 16:41:00.000,2255.056131,-2109.261784,-6326.570600,-6.308208,2.629837,-3.126504
25 May 2012 16:42:00.000,1872.204689,-1947.260934,-6501.046911,-6.449116,2.768331,-2.687382
25 May 2012 16:43:00.000,1481.689278,-1777.288924,-6648.839934,-6.563587,2.895452,-2.237365
25 May 2012 16:44:00.000,1085.110193,-1600.043585,-6769.350708,-6.651170,3.010693,-1.778285
25 May 2012 16:45:00.000,684.091422,-1416.251794,-6862.091175,-6.711526,3.113593,-1.312005
25 May 2012 16:46:00.000,280.274216,-1226.666571,-6926.685941,-6.744420,3.203741,-0.840416
25 May 2012 16:47:00.000,-124.689385,-1032.064083,-6962.873629,-6.749726,3.280778,-0.365427
25 May 2012 16:48:00.000,-529.143037,-833.240588,-6970.507817,-6.727427,3.344393,0.111041
25 May 2012 16:49:00.000,-931.432589,-631.009299,-6949.557565,-6.677614,3.394332,0.587062
25 May 2012 16:50:00.000,-1329.912566,-426.197197,-6900.107519,-6.600485,3.430391,1.060709
25 May 2012 16:51:00.000,-1722.952621,-219.641795,-6822.357620,-6.496345,3.452422,1.530067
25 May 2012 16:52:00.000,-2108.943941,-12.187857,-6716.622380,-6.365607,3.460332,1.993234
25 May 2012 16:53:00.000,-2486.305592,195.315916,-6583.329763,-6.208787,3.454083,2.448332
25 May 2012 16:54:00.000,-2853.490786,402.020222,-6423.019637,-6.026507,3.433692,2.893510
25 May 2012 16:55:00.000,-3208.993039,607.078514,-6236.341821,-5.819488,3.399234,3.326954
25 May 2012 16:56:00.000,-3551.352229,809.650359,-6024.053713,-5.588554,3.350838,3.746894
25 May 2012 16:57:00.000,-3879.160500,1008.904794,-5787.017501,-5.334623,3.288691,4.151608
25 May 2012 16:58:00.000,-4191.068014,1204.023673,-5526.196960,-5.058709,3.213033,4.539432
25 May 2012 16:59:00.000,-4485.788518,1394.204978,-5242.653841,-4.761917,3.124160,4.908767
25 May 2012 17:00:00.000,-4762.104711,1578.666101,-4937.543848,-4.445440,3.022424,5.258081
25 May 2012 17:01:00.000,-5018.873367,1756.647069,-4612.112210,-4.110554,2.908228,5.585921
25 May 2012 17:02:00.000,-5255.030219,1927.413708,-4267.688863,-3.758613,2.782028,5.890919
25 May 2012 17:03:00.000,-5469.594545,2090.260723,-3905.683245,-3.391048,2.644330,6.171794
25 May 2012 17:04:00.000,-5661.673454,2244.514688,-3527.578720,-3.009355,2.495689,6.427362
25 May 2012 17:05:00.000,-5830.465836,2389.536921,-3134.926648,-2.615095,2.336709,6.656543
25 May 2012 17:06:00.000,-5975.265952,2524.726234,-2729.340121,-2.209886,2.168037,6.858359
25 May 2012 17:07:00.000,-6095.466636,2649.521550,-2312.487386,-1.795395,1.990360,7.031950
25 May 2012 17:08:00.000,-6190.562097,2763.404349,-1886.084984,-1.373333,1.804410,7.176568
25 May 2012 17:09:00.000,-6260.150287,2865.900954,-1451.890629,-0.945446,1.610950,7.291588
25 May 2012 17:10:00.000,-6303.934822,2956.584627,-1011.695868,-0.513508,1.410780,7.376509
25 May 2012 17:11:00.000,-6321.726443,3035.077462,-567.318551,-0.079315,1.204729,7.430955
25 May 2012 17:12:00.000,-6313.444000,3101.052074,-120.595145,0.355326,0.993650,7.454681
25 May 2012 17:13:00.000,-6279.114948,3154.233058,326.627059,0.788603,0.778422,7.447573
25 May 2012 17:14:00.000,-6218.875354,3194.398219,772.497810,1.218710,0.559939,7.409646
25 May 2012 17:15:00.000,-6132.969404,3221.379565,1215.171794,1.643850,0.339114,7.341048
25 May 2012 17:16:00.000,-6021.748426,3235.064048,1652.816514,2.062250,0.116865,7.242060
25 May 2012 17:17:00.000,-5885.669415,3235.394058,2083.620117,2.472162,-0.105881,7.113089
25 May 2012 17:18:00.000,-5725.293086,3222.367671,2505.799119,2.871877,-0.328194,6.954673
25 May 2012 17:19:00.000,-5541.281453,3196.038631,2917.605997,3.259730,-0.549148,6.767472
25 May 2012 17:20:00.000,-5334.394964,3156.516092,3317.336600,3.634106,-0.767824,6.552271
25 May 2012 17:21:00.000,-5105.489193,3103.964112,3703.337350,3.993451,-0.983311,6.309971
25 May 2012 17:22:00.000,-4855.511133,3038.600897,4074.012184,4.336272,-1.194716,6.041586
25 May 2012 17:23:00.000,-4585.495084,2960.697817,4427.829226,4.661152,-1.401162,5.748242
25 May 2012 17:24:00.000,-4296.558195,2870.578191,4763.327142,4.966749,-1.601793,5.431163
25 May 2012 17:25:00.000,-3989.895655,2768.615851,5079.121164,5.251803,-1.795782,5.091675
25 May 2012 17:26:00.000,-3666.775584,2655.233504,5373.908747,5.515145,-1.982329,4.731193
25 May 2012 17:27:00.000,-3328.533637,2530.900889,5646.474857,5.755694,-2.160665,4.351218
25 May 2012 17:28:00.000,-2976.567363,2396.132749,5895.696858,5.972467,-2.330060,3.953327
25 May 2012 17:29:00.000,-2612.330330,2251.486636,6120.548992,6.164580,-2.489818,3.539171
25 May 2012 17:30:00.000,-2237.326065,2097.560543,6320.106443,6.331254,-2.639287,3.110463
25 May 2012 17:31:00.000,-1853.101812,1934.990394,6493.548966,6.471810,-2.777855,2.668974
25 May 2012 17:32:00.000,-1461.242159,1764.447389,6640.164088,6.585682,-2.904958,2.216524
25 May 2012 17:33:00.000,-1063.362537,1586.635230,6759.349866,6.672409,-3.020077,1.754976
25 May 2012 17:34:00.000,-661.102633,1402.287223,6850.617208,6.731643,-3.122745,1.286228
25 May 2012 17:35:00.000,-256.119724,1212.163280,6913.591742,6.763147,-3.212543,0.812205
25 May 2012 17:36:00.000,149.918032,1017.046832,6948.015245,6.766794,-3.289105,0.334853
25 May 2012 17:37:00.000,555.338334,817.741648,6953.746624,6.742573,-3.352119,-0.143872
25 May 2012 17:38:00.000,958.471481,615.068593,6930.762450,6.690582,-3.401328,-0.622005
25 May 2012 17:39:00.000,1357.657106,409.862314,6879.157049,6.611033,-3.436530,-1.097587
25 May 2012 17:40:00.000,1751.250874,202.967880,6799.142136,6.504250,-3.457579,-1.568665
25 May 2012 17:41:00.000,2137.631119,-4.762627,6691.046016,6.370664,-3.464388,-2.033306
25 May 2012 17:42:00.000,2515.205422,-212.473550,6555.312328,6.210817,-3.456925,-2.489601
25 May 2012 17:43:00.000,2882.417075,-419.309114,6392.498348,6.025359,-3.435218,-2.935672
25 May 2012 17:44:00.000,3237.751442,-624.416904,6203.272848,5.815042,-3.399351,-3.369682
25 May 2012 17:45:00.000,3579.742172,-826.951333,5988.413506,5.580722,-3.349467,-3.789838
25 May 2012 17:46:00.000,3906.977255,-1026.077106,5748.803884,5.323354,-3.285767,-4.194405
25 May 2012 17:47:00.000,4218.104883,-1220.972649,5485.429965,5.043990,-3.208507,-4.581706
25 May 2012 17:48:00.000,4511.839105,-1410.833514,5199.376261,4.743773,-3.118001,-4.950134
25 May 2012 17:49:00.000,4786.965245,-1594.875722,4891.821497,4.423934,-3.014617,-5.298158
25 May 2012 17:50:00.000,5042.345048,-1772.339041,4564.033883,4.085789,-2.898779,-5.624327
25 May 2012 17:51:00.000,5276.921540,-1942.490188,4217.365987,3.730730,-2.770962,-5.927280
25 May 2012 17:52:00.000,5489.723576,-2104.625932,3853.249220,3.360225,-2.631691,-6.205752
25 May 2012 17:53:00.000,5679.870034,-2258.076079,3473.187961,2.975807,-2.481543,-6.458577
25 May 2012 17:54:00.000,5846.573648,-2402.206338,3078.753327,2.579069,-2.321137,-6.684696
25 May 2012 17:55:00.000,5989.144447,-2536.421040,2671.576630,2.171660,-2.151139,-6.883164
25 May 2012 17:56:00.000,6106.992780,-2660.165694,2253.342539,1.755274,-1.972257,-7.053148
25 May 2012 17:57:00.000,6199.631901,-2772.929373,1825.781983,1.331646,-1.785235,-7.193938
25 May 2012 17:58:00.000,6266.680107,-2874.246910,1390.664816,0.902541,-1.590853,-7.304948
25 May 2012 17:59:00.000,6307.862406,-2963.700899,949.792303,0.469749,-1.389922,-7.385718
25 May 2012 18:00:00.000,6323.011698,-3040.923470,504.989442,0.035076,-1.183281,-7.435916
25 May 2012 18:01:00.000,6312.069482,-3105.597854,58.097176,-0.399665,-0.971795,-7.455343
25 May 2012 18:02:00.000,6275.086050,-3157.459708,-389.035465,-0.832663,-0.756346,-7.443929
25 May 2012 18:03:00.000,6212.220203,-3196.298201,-834.559259,-1.262114,-0.537834,-7.401737
25 May 2012 18:04:00.000,6123.738465,-3221.956859,-1276.632671,-1.686231,-0.317171,-7.328960
25 May 2012 18:05:00.000,6010.013810,-3234.334156,-1713.429674,-2.103255,-0.095276,-7.225921
25 May 2012 18:06:00.000,5871.523918,-3233.383859,-2143.147479,-2.511456,0.126928,-7.093072
25 May 2012 18:07:00.000,5708.848962,-3219.115120,-2564.014131,-2.909147,0.348519,-6.930988
25 May 2012 18:08:00.000,5522.668952,-3191.592325,-2974.295926,-3.294689,0.568578,-6.740368
25 May 2012 18:09:00.000,5313.760649,-3150.934692,-3372.304622,-3.666498,0.786197,-6.522029
25 May 2012 18:10:00.000,5082.994075,-3097.315639,-3756.404401,-4.023050,1.000477,-6.276900
25 May 2012 18:11:00.000,4831.328638,-3030.961915,-4125.018566,-4.362890,1.210540,-6.006021
25 May 2012 18:12:00.000,4559.808906,-2952.152509,-4476.635931,-4.684635,1.415525,-5.710537
25 May 2012 18:13:00.000,4269.560043,-2861.217353,-4809.816881,-4.986983,1.614594,-5.391687
25 May 2012 18:14:00.000,3961.782955,-2758.535805,-5123.199097,-5.268712,1.806938,-5.050806
25 May 2012 18:15:00.000,3637.749150,-2644.534963,-5415.502907,-5.528690,1.991775,-4.689315
25 May 2012 18:16:00.000,3298.795362,-2519.687779,-5685.536263,-5.765876,2.168359,-4.308713
25 May 2012 18:17:00.000,2946.317947,-2384.511013,-5932.199323,-5.979324,2.335977,-3.910573
25 May 2012 18:18:00.000,2581.767096,-2239.563032,-6154.488639,-6.168187,2.493956,-3.496534
25 May 2012 18:19:00.000,2206.640876,-2085.441459,-6351.500936,-6.331717,2.641660,-3.068294
25 May 2012 18:20:00.000,1822.479134,-1922.780690,-6522.436479,-6.469269,2.778498,-2.627606
25 May 2012 18:21:00.000,1430.857281,-1752.249291,-6666.602029,-6.580303,2.903925,-2.176267
25 May 2012 18:22:00.000,1033.379979,-1574.547282,-6783.413383,-6.664384,3.017437,-1.716112
25 May 2012 18:23:00.000,631.674758,-1390.403315,-6872.397500,-6.721186,3.118583,-1.249010
25 May 2012 18:24:00.000,227.385575,-1200.571767,-6933.194209,-6.750487,3.206959,-0.776853
25 May 2012 18:25:00.000,-177.833667,-1005.829751,-6965.557507,-6.752177,3.282210,-0.301554
25 May 2012 18:26:00.000,-582.325607,-806.974043,-6969.356442,-6.726252,3.344035,0.174966
25 May 2012 18:27:00.000,-984.435931,-604.817958,-6944.575575,-6.672817,3.392185,0.650780
25 May 2012 18:28:00.000,-1382.519853,-400.188158,-6891.315048,-6.592084,3.426464,1.123963
25 May 2012 18:29:00.000,-1774.948563,-193.921417,-6809.790215,-6.484374,3.446731,1.592601
25 May 2012 18:30:00.000,-2160.115632,13.138656,-6700.330883,-6.350112,3.452899,2.054794
25 May 2012 18:31:00.000,-2536.443353,220.144928,-6563.380122,-6.189829,3.444938,2.508668
25 May 2012 18:32:00.000,-2902.388996,426.250072,-6399.492673,-6.004161,3.422872,2.952377
25 May 2012 18:33:00.000,-3256.450959,630.609920,-6209.332932,-5.793841,3.386781,3.384111
25 May 2012 18:34:00.000,-3597.174808,832.386812,-5993.672522,-5.559708,3.336802,3.802108
25 May 2012 18:35:00.000,-3923.159171,1030.752948,-5753.387454,-5.302692,3.273127,4.204652
25 May 2012 18:36:00.000,-4233.061464,1224.893718,-5489.454865,-5.023821,3.196004,4.590088
25 May 2012 18:37:00.000,-4525.603442,1414.011013,-5202.949353,-4.724212,3.105734,4.956824
25 May 2012 18:38:00.000,-4799.576535,1597.326484,-4895.038895,-4.405068,3.002675,5.303340
25 May 2012 18:39:00.000,-5053.846948,1774.084761,-4566.980375,-4.067679,2.887235,5.628194
25 May 2012 18:40:00.000,-5287.360504,1943.556596,-4220.114705,-3.713408,2.759875,5.930029
25 May 2012 18:41:00.000,-5499.147201,2105.041931,-3855.861572,-3.343697,2.621108,6.207575
25 May 2012 18:42:00.000,-5688.325457,2257.872863,-3475.713817,-2.960051,2.471493,6.459665
25 May 2012 18:43:00.000,-5854.106013,2401.416504,-3081.231452,-2.564040,2.311636,6.685229
25 May 2012 18:44:00.000,-5995.795477,2535.077709,-2674.035361,-2.157289,2.142190,6.883307
25 May 2012 18:45:00.000,-6112.799481,2658.301661,-2255.800676,-1.741473,1.963846,7.053051
25 May 2012 18:46:00.000,-6204.625423,2770.576303,-1828.249882,-1.318309,1.777337,7.193733
25 May 2012 18:47:00.000,-6270.884781,2871.434591,-1393.145666,-0.889547,1.583431,7.304741
25 May 2012 18:48:00.000,-6311.294975,2960.456561,-952.283549,-0.456968,1.382928,7.385593
25 May 2012 18:49:00.000,-6325.680771,3037.271194,-507.484328,-0.022368,1.176660,7.435929
25 May 2012 18:50:00.000,-6313.975195,3101.558077,-60.586382,0.412443,0.965481,7.455523
25 May 2012 18:51:00.000,-6276.219970,3153.048828,386.562141,0.845652,0.750269,7.444276
25 May 2012 18:52:00.000,-6212.565454,3191.528294,832.111189,1.275452,0.531921,7.402223
25 May 2012 18:53:00.000,-6123.270091,3216.835516,1274.216710,1.700049,0.311347,7.329529
25 May 2012 18:54:00.000,-6008.699356,3228.864431,1711.048519,2.117670,0.089465,7.226492
25 May 2012 18:55:00.000,-5869.324227,3227.564344,2140.798119,2.526573,-0.132799,7.093537
25 May 2012 18:56:00.000,-5705.719164,3212.940132,2561.686412,2.925053,-0.354518,6.931217
25 May 2012 18:57:00.000,-5518.559639,3185.052205,2971.971265,3.311448,-0.574769,6.740212
25 May 2012 18:58:00.000,-5308.619198,3144.016215,3369.954897,3.684152,-0.792634,6.521320
25 May 2012 18:59:00.000,-5076.766108,3090.002519,3753.991046,4.041615,-1.007208,6.275458
25 May 2012 19:00:00.000,-4823.959585,3023.235399,4122.491878,4.382357,-1.217600,6.003658
25 May 2012 19:01:00.000,-4551.245640,2943.992049,4473.934619,4.704966,-1.422938,5.707055
25 May 2012 19:02:00.000,-4259.752563,2852.601334,4806.867863,5.008111,-1.622372,5.386891
25 May 2012 19:03:00.000,-3950.686079,2749.442338,5119.917551,5.290545,-1.815078,5.044502
25 May 2012 19:04:00.000,-3625.324188,2634.942695,5411.792582,5.551105,-2.000263,4.681315
25 May 2012 19:05:00.000,-3285.011742,2509.576733,5681.290042,5.788726,-2.177164,4.298843
25 May 2012 19:06:00.000,-2931.154758,2373.863430,5927.300042,6.002436,-2.345056,3.898672
25 May 2012 19:07:00.000,-2565.214525,2228.364197,6148.810141,6.191365,-2.503250,3.482463
25 May 2012 19:08:00.000,-2188.701503,2073.680503,6344.909351,6.354744,-2.651100,3.051936
25 May 2012 19:09:00.000,-1803.169070,1910.451347,6514.791712,6.491911,-2.788001,2.608869
25 May 2012 19:10:00.000,-1410.207122,1739.350597,6657.759430,6.602312,-2.913396,2.155090
25 May 2012 19:11:00.000,-1011.435557,1561.084206,6773.225581,6.685501,-3.026774,1.692465
25 May 2012 19:12:00.000,-608.497667,1376.387306,6860.716366,6.741144,-3.127674,1.222897
25 May 2012 19:13:00.000,-203.053474,1186.021209,6919.872924,6.769017,-3.215683,0.748314
25 May 2012 19:14:00.000,203.226999,990.770308,6950.452701,6.769011,-3.290444,0.270664
25 May 2012 19:15:00.000,608.670468,791.438903,6952.330373,6.741127,-3.351653,-0.208096
25 May 2012 19:16:00.000,1011.607135,588.847951,6925.498315,6.685480,-3.399058,-0.686000
25 May 2012 19:17:00.000,1410.377419,383.831754,6870.066634,6.602295,-3.432466,-1.161091
25 May 2012 19:18:00.000,1803.338655,177.234603,6786.262747,6.491910,-3.451737,-1.631417
25 May 2012 19:19:00.000,2188.871729,-30.092634,6674.430516,6.354773,-3.456792,-2.095049
25 May 2012 19:20:00.000,2565.387640,-237.295937,6535.028936,6.191440,-3.447606,-2.550080
25 May 2012 19:21:00.000,2931.333963,-443.521595,6368.630377,6.002573,-3.424214,-2.994638
25 May 2012 19:22:00.000,3285.201188,-647.919673,6175.918382,5.788940,-3.386706,-3.426892
25 May 2012 19:23:00.000,3625.528926,-849.647470,5957.685022,5.551410,-3.335233,-3.845056
25 May 2012 19:24:00.000,3950.911934,-1047.872974,5714.827811,5.290952,-3.270002,-4.247402
25 May 2012 19:25:00.000,4260.005964,-1241.778285,5448.346186,5.008630,-3.191275,-4.632263
25 May 2012 19:26:00.000,4551.533383,-1430.563002,5159.337558,4.705599,-3.099373,-4.998041
25 May 2012 19:27:00.000,4824.288566,-1613.447551,4848.992941,4.383104,-2.994670,-5.343214
25 May 2012 19:28:00.000,5077.143005,-1789.676452,4518.592168,4.042470,-2.877594,-5.666345
25 May 2012 19:29:00.000,5309.050136,-1958.521500,4169.498711,3.685102,-2.748626,-5.966085
25 May 2012 19:30:00.000,5519.049841,-2119.284847,3803.154120,3.312475,-2.608297,-6.241181
25 May 2012 19:31:00.000,5706.272599,-2271.301969,3421.072093,2.926134,-2.457186,-6.490483
25 May 2012 19:32:00.000,5869.943275,-2413.944511,3024.832208,2.527679,-2.295920,-6.712945
25 May 2012 19:33:00.000,6009.384503,-2546.622972,2616.073336,2.118767,-2.125166,-6.907636
25 May 2012 19:34:00.000,6124.019656,-2668.789248,2196.486767,1.701098,-1.945636,-7.073742
25 May 2012 19:35:00.000,6213.375378,-2779.938979,1767.809080,1.276413,-1.758077,-7.210569
25 May 2012 19:36:00.000,6277.083662,-2879.613728,1331.814780,0.846482,-1.563270,-7.317546
25 May 2012 19:37:00.000,6314.883450,-2967.402939,890.308762,0.413098,-1.362031,-7.394230
25 May 2012 19:38:00.000,6326.621762,-3042.945691,445.118615,-0.021932,-1.155198,-7.440309
25 May 2012 19:39:00.000,6312.254327,-3105.932229,-1.913179,-0.456792,-0.943636,-7.455600
25 May 2012 19:40:00.000,6271.845723,-3156.105255,-448.937111,-0.889670,-0.728230,-7.440050
25 May 2012 19:41:00.000,6205.569020,-3193.260985,-894.104535,-1.318763,-0.509878,-7.393741
25 May 2012 19:42:00.000,6113.704929,-3217.249960,-1335.575545,-1.742288,-0.289491,-7.316883
25 May 2012 19:43:00.000,5996.640472,-3227.977603,-1771.526790,-2.158486,-0.067987,-7.209816
25 May 2012 19:44:00.000,5854.867170,-3225.404538,-2200.159182,-2.565633,0.153713,-7.073009
25 May 2012 19:45:00.000,5688.978771,-3209.546646,-2619.705475,-2.962047,0.374688,-6.907054
25 May 2012 19:46:00.000,5499.668533,-3180.474886,-3028.437650,-3.346094,0.594024,-6.712666
25 May 2012 19:47:00.000,5287.726085,-3138.314866,-3424.674100,-3.716197,0.810814,-6.490677
25 May 2012 19:48:00.000,5054.033881,-3083.246183,-3806.786561,-4.070839,1.024165,-6.242031
25 May 2012 19:49:00.000,4799.563277,-3015.501524,-4173.206759,-4.408575,1.233201,-5.967783
25 May 2012 19:50:00.000,4525.370253,-2935.365561,-4522.432764,-4.728030,1.437067,-5.669090
25 May 2012 19:51:00.000,4232.590816,-2843.173615,-4853.035010,-5.027912,1.634930,-5.347206
25 May 2012 19:52:00.000,3922.436093,-2739.310140,-5163.661960,-5.307010,1.825986,-5.003477
25 May 2012 19:53:00.000,3596.187163,-2624.206997,-5453.045418,-5.564204,2.009458,-4.639333
25 May 2012 19:54:00.000,3255.189643,-2498.341564,-5720.005445,-5.798463,2.184606,-4.256286
25 May 2012 19:55:00.000,2900.848059,-2362.234673,-5963.454896,-6.008855,2.350724,-3.855916
25 May 2012 19:56:00.000,2534.620030,-2216.448393,-6182.403550,-6.194544,2.507143,-3.439873
25 May 2012 19:57:00.000,2158.010286,-2061.583666,-6375.961833,-6.354795,2.653236,-3.009861
25 May 2012 19:58:00.000,1772.564552,-1898.277821,-6543.344133,-6.488977,2.788418,-2.567639
25 May 2012 19:59:00.000,1379.863315,-1727.201956,-6683.871696,-6.596563,2.912148,-2.115009
25 May 2012 20:00:00.000,981.515498,-1549.058215,-6796.975116,-6.677132,3.023933,-1.653814
25 May 2012 20:01:00.000,579.152063,-1364.576969,-6882.196401,-6.730371,3.123326,-1.185923
25 May 2012 20:02:00.000,174.419561,-1174.513895,-6939.190626,-6.756074,3.209931,-0.713234
25 May 2012 20:03:00.000,-231.026352,-979.646988,-6967.727179,-6.754143,3.283399,-0.237659
25 May 2012 20:04:00.000,-635.527415,-780.773490,-6967.690580,-6.724590,3.343438,0.238879
25 May 2012 20:05:00.000,-1037.429265,-578.706759,-6939.080901,-6.667532,3.389804,0.714451
25 May 2012 20:06:00.000,-1435.087915,-374.273083,-6882.013765,-6.583198,3.422309,1.187136
25 May 2012 20:07:00.000,-1826.876210,-168.308442,-6796.719933,-6.471921,3.440819,1.655019
25 May 2012 20:08:00.000,-2211.190220,38.344762,-6683.544481,-6.334140,3.445253,2.116205
25 May 2012 20:09:00.000,-2586.455578,244.841013,-6542.945559,-6.170401,3.435589,2.568822
25 May 2012 20:10:00.000,-2951.133726,450.335012,-6375.492742,-5.981353,3.411856,3.011028
25 May 2012 20:11:00.000,-3303.728055,653.985014,-6181.864960,-5.767744,3.374143,3.441022
25 May 2012 20:12:00.000,-3642.789932,854.956181,-5962.848012,-5.530425,3.322592,3.857044
25 May 2012 20:13:00.000,-3966.924573,1052.423917,-5719.331672,-5.270339,3.257401,4.257388
25 May 2012 20:14:00.000,-4274.796760,1245.577193,-5452.306374,-4.988527,3.178825,4.640407
25 May 2012 20:15:00.000,-4565.136356,1433.621843,-5162.859488,-4.686118,3.087171,5.004517
25 May 2012 20:16:00.000,-4836.743625,1615.783817,-4852.171186,-4.364328,2.982801,5.348210
25 May 2012 20:17:00.000,-5088.494294,1791.312379,-4521.509917,-4.024456,2.866131,5.670053
25 May 2012 20:18:00.000,-5319.344374,1959.483240,-4172.227475,-3.667879,2.737627,5.968701
25 May 2012 20:19:00.000,-5528.334669,2119.601603,-3805.753697,-3.296045,2.597805,6.242899
25 May 2012 20:20:00.000,-5714.594985,2271.005114,-3423.590790,-2.910471,2.447231,6.491490
25 May 2012 20:21:00.000,-5877.347992,2413.066701,-3027.307309,-2.512735,2.286513,6.713420
25 May 2012 20:22:00.000,-6015.912718,2545.197274,-2618.531807,-2.104471,2.116309,6.907744
25 May 2012 20:23:00.000,-6129.707654,2666.848295,-2198.946178,-1.687359,1.937314,7.073630
25 May 2012 20:24:00.000,-6218.253441,2777.514176,-1770.278723,-1.263122,1.750263,7.210363
25 May 2012 20:25:00.000,-6281.175135,2876.734511,-1334.296969,-0.833517,1.555926,7.317352
25 May 2012 20:26:00.000,-6318.204001,2964.096109,-892.800273,-0.400326,1.355107,7.394127
25 May 2012 20:27:00.000,-6329.178860,3039.234839,-447.612246,0.034649,1.148637,7.440350
25 May 2012 20:28:00.000,-6314.046938,3101.837249,-0.573033,0.469598,0.937374,7.455809
25 May 2012 20:29:00.000,-6272.864243,3151.641968,446.468500,0.902707,0.722195,7.440424
25 May 2012 20:30:00.000,-6205.795433,3188.440872,891.662645,1.332168,0.503997,7.394248
25 May 2012 20:31:00.000,-6113.113203,3212.080008,1333.166749,1.756189,0.283688,7.317463
25 May 2012 20:32:00.000,-5995.197168,3222.460280,1769.153083,2.173001,0.062188,7.210385
25 May 2012 20:33:00.000,-5852.532266,3219.537873,2197.816646,2.580863,-0.159580,7.073455
25 May 2012 20:34:00.000,-5685.706680,3203.324436,2617.382861,2.978076,-0.380692,6.907245
25 May 2012 20:35:00.000,-5495.409297,3173.887008,3026.115118,3.362984,-0.600226,6.712449
25 May 2012 20:36:00.000,-5282.426722,3131.347699,3422.322134,3.733985,-0.817269,6.489883
25 May 2012 20:37:00.000,-5047.639860,3075.883122,3804.365089,4.089540,-1.030919,6.240479
25 May 2012 20:38:00.000,-4792.020093,3007.723587,4170.664498,4.428174,-1.240287,5.965282
